majorSeq,major_name,공통과목,일반선택과목,진로선택과목,전문교과Ⅰ,전문교과Ⅱ,,,,,,,,,,,,,,,,,,,
75,국제법무학과,"사회, 생활ㆍ교양","사회교과 : 세계사, 정치와 법, 사회ㆍ문화, 생활과 윤리, 윤리와 사상<br>생활ㆍ교양교과 : 철학, 논리학, 심리학",사회문제 탐구,"지역 이해, 세계 문제와 미래 사회, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구","인간 발달, 커뮤니케이션, 빅데이터 분석",,,,,,,,,,,,,,,,,,,
77,금속공예과,"미술, 윤리","예술교과 : 미술<br>사회교과 : 생활과 윤리, 윤리와 사상<br>교양교과 : 철학, 심리학, 교육학","미술 창작, 미술 감상과 비평","미술 이론, 미술사, 드로잉 미술 전공 실기","디자인 일반, 시각디자인, 색체 관리",,,,,,,,,,,,,,,,,,,
78,금속공예학과,"미술, 윤리","예술교과 : 미술<br>사회교과 : 생활과 윤리, 윤리와 사상<br>교양교과 : 철학, 심리학, 교육학","미술 창작, 미술 감상과 비평","미술 이론, 미술사, 드로잉, 미술 전공 실기","디자인 일반, 시각 디자인, 색채 관리",,,,,,,,,,,,,,,,,,,
79,금속공학과,"수학, 과학, 기술ㆍ가정","수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계<br>과학교과 : 물리학Ⅰ, 화학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","기하, 물리학Ⅱ, 화학Ⅱ, 공학 일반","심화수학ⅠㆍⅡ, 고급 수학ⅠㆍⅡ, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보 과학, 융합과학탐구, 과학과제연구","공업 일반, 기계 제도, 기계 일반, 기계 제어 설계",,,,,,,,,,,,,,,,,,,
82,금융경영과,"수학, 사회, 기술ㆍ가정, 생활ㆍ교양","수학교과 : 수학I, Ⅱ, 미적분, 확률과 통계<br>사회교과 : 경제, 사회ㆍ문화, 생활과 윤리<br>기술ㆍ가정교과 : 정보<br>생활ㆍ교양교과 : 실용 경제","실용 수학, 기하, 경제 수학, 수학 과제 탐구, 사회문제 탐구","심화 수학I, 정보과학, 국제 경제, 국제법, 지역 이해, 세계 문제와 미래 사회, 국제 관계와 국제기구, 사회 탐구 방법 및 사회과제 연구","회계 원리, 세무 일반, 금융 일반, 보험 일반, 예산ㆍ자금, 무역 금융 업무",,,,,,,,,,,,,,,,,,,
83,금융보험학과,"수학, 사회, 기술ㆍ가정, 생활ㆍ교양","수학교과 : 수학I, Ⅱ, 미적분, 확률과 통계<br>사회교과 : 경제, 사회ㆍ문화, 생활과 윤리<br>기술ㆍ가정교과 : 정보<br>생활ㆍ교양교과 : 실용 경제","실용 수학, 기하, 경제 수학, 수학 과제 탐구, 사회문제 탐구","심화 수학I, 정보과학, 국제 경제, 국제법, 지역 이해, 세계 문제와 미래 사회, 국제 관계와 국제기구, 사회 탐구 방법 및 사회과제 연구","회계 원리, 세무 일반, 금융 일반, 보험 일반, 예산ㆍ자금, 무역 금융 업무",,,,,,,,,,,,,,,,,,,
85,금형설계과,"수학, 과학, 기술ㆍ가정","수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계<br>과학교과 : 물리학Ⅰ, 화학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","기하, 물리학Ⅱ, 화학Ⅱ, 공학 일반","심화수학ⅠㆍⅡ, 고급 수학ⅠㆍⅡ, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제연구","공업 일반, 기계 제도, 기계 일반, 기계 제어 설계",,,,,,,,,,,,,,,,,,,
86,기계공학과,"수학, 과학, 기술ㆍ가정","수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계<br>과학교과 : 물리학Ⅰ, 화학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","기하, 물리학Ⅱ, 화학Ⅱ, 공학 일반","심화수학ⅠㆍⅡ, 고급 수학ⅠㆍⅡ, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보 과학, 융합과학탐구, 과학과제연구","공업 일반, 기계 제도, 기계 일반, 기계 제어 설계",,,,,,,,,,,,,,,,,,,
87,기계과,"수학, 과학, 기술ㆍ가정","수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계<br>과학교과 : 물리학Ⅰ, 화학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","기하, 물리학Ⅱ, 화학Ⅱ, 공학 일반","심화수학ⅠㆍⅡ, 고급 수학ⅠㆍⅡ, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제연구","공업 일반, 기계 제도, 기계 일반, 기계 제어 설계",,,,,,,,,,,,,,,,,,,
88,기계설계공학과,"수학, 과학, 기술ㆍ가정","수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계<br>과학교과 : 물리학Ⅰ, 화학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","기하, 물리학Ⅱ, 화학Ⅱ, 공학 일반","심화수학ⅠㆍⅡ, 고급 수학ⅠㆍⅡ, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보 과학, 융합과학탐구, 과학과제연구","공업 일반, 기계 제도, 기계 일반, 기계 제어 설계",,,,,,,,,,,,,,,,,,,
89,기계설계과,"수학, 과학, 기술ㆍ가정","수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계<br>과학교과 : 물리학Ⅰ, 화학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","기하, 물리학Ⅱ, 화학Ⅱ, 공학 일반","심화수학ⅠㆍⅡ, 고급 수학ⅠㆍⅡ, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제연구","공업 일반, 기계 제도, 기계 일반, 기계 제어 설계",,,,,,,,,,,,,,,,,,,
93,기독교학과,"영어, 사회, 생활ㆍ교양","영어교과 : 영어 회화, 영어Ⅰ, 영어 독해와 작문, 영어Ⅱ<br>사회교과 : 한국지리, 세계지리, 세계사, 동아시아사, 사회ㆍ문화, 고전과 윤리<br>생활ㆍ교양교과 : 철학, 심리학, 교육학, 종교학","영어권 문화, 영미 문학 읽기, 사회문제 탐구","지역 이해, 비교 문화, 세계 문제와 미래 사회, 사회 탐구 방법 및 사회과제 연구",빅데이터 분석,,,,,,,,,,,,,,,,,,,
94,기악과,"음악, 윤리","예술교과 : 음악<br>사회교과 : 생활과 윤리, 윤리와 사상<br>교양교과 : 철학, 심리학, 교육학","음악 연주, 음악 감상과 비평","음악이론, 음악사, 시창ㆍ청음, 음악 전공 실기",음악 콘텐츠 제작,,,,,,,,,,,,,,,,,,,
96,나노공학과,"수학, 과학, 기술ㆍ가정","수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계<br>과학교과 : 물리학Ⅰ, 화학Ⅰ, 생명과학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","실용수학, 기하, 수학과제 탐구, 물리학Ⅱ, 화학Ⅱ, 생명과학Ⅱ, 생활과 과학, 융합과학, 공학 일반","심화수학ⅠㆍⅡ, 고급 수학ⅠㆍⅡ, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 고급 생명과학, 생명과학 실험,정보과학, 생태와 환경, 과학과제 연구","공업 일반, 화학 분석, 프로그래밍, 자료 구조",,,,,,,,,,,,,,,,,,,
102,노인보건복지과,"사회, 생활ㆍ교양","사회교과 : 사회ㆍ문화, 생활과 윤리, 윤리와 사상<br>생활ㆍ교양교과 : 철학, 논리학, 심리학, 교육학",사회문제 탐구,"지역 이해, 세계 문제와 미래 사회, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구","사무 행정, 인간 발달, 아동 복지, 복지 서비스의 기초, 대인 복지 서비스",,,,,,,,,,,,,,,,,,,
103,노인복지학과,"사회, 생활ㆍ교양","사회교과 : 한국지리, 정치와 법, 사회ㆍ문화, 경제, 생활과 윤리<br>생활ㆍ교양교과 : 철학, 논리학, 심리학, 교육학, 보건",사회문제 탐구,"지역 이해, 세계 문제와 미래 사회, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구","사무 행정, 인간 발달, 아동 복지, 복지 서비스의 기초, 대인 복지 서비스",,,,,,,,,,,,,,,,,,,
104,농공학과,"과학, 윤리, 교양, 수학","과학교과 : 화학Ⅰ, 생명과학Ⅰ<br>사회교과 : 생활과 윤리, 사회문화, 윤리와 사상<br>교양교과 : 환경, 보건학, 철학, 생활과 창의성, 논술","생명과학Ⅱ, 융합과학, 생활과 과학, 화학Ⅱ, 농업생명과학, 사회문제 탐구","고급 생명과학, 생명과학 실험, 과학과제연구, 융합과학 탐구, 생태와 환경, 정보과학, 사회탐구 방법","생명공학 기술, 인간과 환경",,,,,,,,,,,,,,,,,,,
106,농수산과,"과학, 수학, 사회, 생활ㆍ교양","과학교과 : 생명과학Ⅰ, 화학Ⅰ, 물리Ⅰ, 지구과학Ⅰ<br>수학ㆍ사회교과 : 수학Ⅰ, 수학Ⅱ, 확률과 통계, 미적분, 한국지리, 생활과 윤리<br>생활ㆍ교양교과 : 환경, 보건학, 논술, 철학, 정보, 진로와 직업","생명과학Ⅱ, 융합과학, 생활과 과학, 화학Ⅱ, 공학일반, 창의경영, 지식 재산 일반, 농업생명과학, 사회문제 탐구","고급 생명과학, 생명과학 실험, 물리화학 실험, 융합과학 탐구, 과학 과제 연구, 생태와 환경, 정보과학","임산 가공, 제조화학, 생명공학 기술, 산림 자원",,,,,,,,,,,,,,,,,,,
107,농업경제학과,"수학, 사회, 교양, 과학","수학교과 : 수학I, 수학II, 미적분, 확률과 통계<br>사회교과 : 경제, 사회문화, 정치와 법, 생활과 윤리, 한국지리, 세계지리<br>교양교과 : 실용경제, 철학, 논술, 심리학, 환경, 교육학","실용수학, 경제수학, 수학과제 탐구, 사회문제 탐구, 창의경영, 미적분, 농업생명과학, 생활과 창의성","사회탐구 방법, 사회과제 연구, 한국사회의 이해, 국제경제, 심화수학I, 심화수학II, 고급수학I, 고급수학II, 과학과제 연구, 정보과학","농업 경영, 농산물 유통 관리, 농업 기초 기술, 관광 농업, 농산 식품 가공",,,,,,,,,,,,,,,,,,,
108,농업교육과,"수학, 사회, 과학","수학교과 : 수학Ⅰ, 수학Ⅱ, 미적분, 확률과 통계<br>사회교과 : 사회문화, 생활과 윤리, 정치와 법, 한국지리, 세계지리<br>과학교과 : 생명과학, 화학Ⅰ<br>교양교과 : 교육학, 심리학, 철학, 환경, 논술","생명과학Ⅱ, 화학Ⅱ, 융합과학, 농업생명과학, 생활과 과학","고급생명과학, 생명과학 실험, 물리화학 실험, 융합과학 탐구, 정보과학, 과학과제 연구, 한국사회의 이해","생명공학 기술, 동물 자원, 농업 경영, 농산물 유통 관리, 농업 기초 기술, 농산 식품 가공",,,,,,,,,,,,,,,,,,,
111,대기과학과,"과학, 수학, 교양, 영어","과학교과 : 지구과학Ⅰ, 물리Ⅰ, 화학Ⅰ, 생명과학Ⅰ<br>수학교과 : 수학Ⅰ, 수학Ⅱ, 미적분, 확률과 통계<br>교양교과 : 환경, 보건학, 논술","지구과학Ⅱ, 융합과학, 생활과 과학, 과학사, 기하, 공학 일반, 수학과제 탐구","고급 지구과학, 지구과학 실험, 과학과제 연구, 융합과학 탐구, 정보과학, 생태와 환경","환경화학 기초, 환경측정 관리",,,,,,,,,,,,,,,,,,,
113,실용음악과,"음악, 윤리","예술교과 : 음악<br>사회교과 : 생활과 윤리, 윤리와 사상<br>교양교과 : 철학, 심리학, 교육학","음악 연주, 음악 감상과 비평","음악이론, 음악사, 시창ㆍ청음, 음악 전공 실기",음악 콘텐츠 제작,,,,,,,,,,,,,,,,,,,
114,댄스스포츠과,"체육, 윤리","체육교과 : 체육, 운동과 건강<br>사회교과 : 생활과 윤리, 윤리와 사상<br>교양교과 : 철학, 심리학, 교육학","스포츠 생활, 체육 탐구","스포츠 개론, 체육 지도법, 체육 전공 실기 기초, 체육 전공 실기 심화, 체육 전공 실기 응용","인체 구조와 기능, 간호의 기초",,,,,,,,,,,,,,,,,,,
117,도시계획학과,"사회, 생활ㆍ교양","사회교과 : 한국지리, 세계지리, 경제, 생활과 윤리<br>생활ㆍ교양교과 : 심리학, 환경","실용 수학, 경제 수학, 여행지리, 사회문제 탐구","지역 이해, 세계 문제와 미래 사회, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구","공간정보융합서비스, 빅데이터 분석, 인간과 환경, 환경 보전",,,,,,,,,,,,,,,,,,,
118,도시공학과,"수학, 사회, 과학, 기술ㆍ가정","수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계<br>사회교과 : 한국지리, 세계지리, 세계사, 경제, 사회문화, 생활과 윤리<br>과학교과 : 물리학Ⅰ, 화학Ⅰ, 지구과학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","실용수학, 기하, 경제수학, 수학과제 탐구, 물리학Ⅱ, 화학Ⅱ, 지구과학Ⅱ, 생활과 과학, 융합과학, 공학 일반, 사회문제 탐구","심화수학ⅠㆍⅡ, 고급 수학ⅠㆍⅡ, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 고급 지구과학, 지구과학 실험, 정보과학, 융합과학탐구, 과학과제연구, 생태와 환경, 지역 이해, 사회과제 연구","공간 정보,구축, 공간 정보 융합 서비스, 빅데이터 분석, 인간과 환경, 환경 보전",,,,,,,,,,,,,,,,,,,
120,도자기공예과,"미술, 윤리","예술교과 : 미술<br>사회교과 : 생활과 윤리, 윤리와 사상<br>교양교과 : 철학, 심리학, 교육학","미술 창작, 미술 감상과 비평","미술 이론, 미술사, 드로잉 미술 전공 실기","디자인 일반, 시각디자인, 색체 관리",,,,,,,,,,,,,,,,,,,
121,도자기공예학과,"미술, 윤리","예술교과 : 미술<br>사회교과 : 생활과 윤리, 윤리와 사상<br>교양교과 : 철학, 심리학, 교육학","미술 창작, 미술 감상과 비평","미술 이론, 미술사, 드로잉, 미술 전공 실기","디자인 일반, 시각 디자인, 색채 관리",,,,,,,,,,,,,,,,,,,
122,독어독문학과,"제2외국어, 사회, 예술, 국어","외국어교과 : 독일어, 프랑스어, 영어 회화, 영어<br>사회교과 : 사회문화, 생활과 윤리, 윤리와 사상, 세계사<br>교양ㆍ국어교과 : 철학, 심리학, 종교학, 문학, 독서","독일어Ⅱ, 심화 국어, 고전 읽기, 고전과 윤리, 사회문제 탐구, 여행지리, 음악ㆍ미술감상 비평","전공기초 독일어, 독일어 회화, 독일어권 문화, 국제 관계와 국제 기구, 국제 경제, 국제 정치, 지역 이해, 사회과제 연구",,,,,,,,,,,,,,,,,,,,
123,독일어교육과,"제2외국어, 사회, 예술","외국어교과 : 독일어, 프랑스어, 영어 회화, 영어<br>사회교과 : 사회문화, 생활과 윤리, 윤리와 사상, 세계사<br>교양교과 : 교육학, 심리학, 철학","독일어Ⅱ, 사회문제 탐구, 여행지리, 음악ㆍ미술감상 비평","전공 기초 독일어, 독일어 회화, 독일어권 문화, 국제 관계와 국제기구, 국제 경제, 국제 정치, 지역 이해, 사회과제 연구",,,,,,,,,,,,,,,,,,,,
124,독일학과,"영어, 사회, 생활ㆍ교양","영어교과 : 영어 회화, 영어Ⅰ, 영어 독해와 작문, 영어Ⅱ<br>사회교과 : 한국지리, 세계지리, 세계사, 동아시아사, 경제, 사회ㆍ문화, 생활과 윤리, 윤리와 사상<br>생활ㆍ교양교과 : 제2외국어Ⅰ 과목, 철학, 논리학, 심리학, 종교학","여행지리, 사회문제 탐구, 제2외국어Ⅱ 과목","국제 정치, 국제 경제, 국제법, 지역 이해, 비교 문화, 세계 문제와 미래 사회, 국제 관계와 국제기구, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구","커뮤니케이션, 비즈니스 영어",,,,,,,,,,,,,,,,,,,
126,동물자원학과,"과학, 교양, 사회, 수학","과학교과 : 생명과학Ⅰ, 화학Ⅰ<br>생활ㆍ교양교과 : 환경, 보건학, 논술, 생활과 창의성, 정보<br>사회교과 : 사회문화, 생활과 윤리, 정치와 법","생명과학Ⅱ, 융합과학, 생활과 과학, 화학Ⅱ, 농업생명과학, 고전과 윤리","고급 생명과학, 생명과학 실험, 물리화학 실험, 융합과학 탐구, 정보과학, 과학과제 연구","생명공학 기술, 동물 지원, 반려동물 관리, 실험동물과 기타 가축, 종축, 사료생산",,,,,,,,,,,,,,,,,,,
127,기타아시아어학과,"제2외국어, 사회, 국어","외국어교과 : 베트남어, 아랍어, 태국어, 말레이ㆍ인도네시아어, 몽골어<br>사회교과 : 사회문화, 생활과 윤리, 윤리와 사상, 동아시아사, 세계사<br>교양ㆍ국어교과 : 교육학, 철학, 논술, 한문, 문학, 언어 매체와 독서","아랍어Ⅱ, 베트남어Ⅱ 등 아시아어 및 문학ㆍ문화, 고전 읽기, 한문Ⅱ, 고전과 윤리, 사회문제 탐구, 여행지리","전공기초 아시아어, 아시아어 회화, 아이사어 독해와 작문, 아시아 문화",,,,,,,,,,,,,,,,,,,,
128,동양화과,"미술, 윤리","예술교과 : 미술<br>사회교과 : 생활과 윤리, 윤리와 사상<br>교양교과 : 철학, 심리학, 교육학","미술 창작, 미술 감상과 비평","미술 이론, 미술사, 드로잉 미술 전공 실기","디자인 일반, 시각디자인, 색체 관리",,,,,,,,,,,,,,,,,,,
131,유럽ㆍ기타어과,"제2외국어, 사회, 예술, 국어","외국어교과 : 프랑스어, 독일어, 영어 회화, 영어<br>사회교과 : 사회문화, 생활과 윤리, 윤리와 사상, 세계사, 세계지리<br>교양ㆍ국어교과 : 철학, 심리학, 종교학, 문학, 독서","프랑스어Ⅱ, 독일어Ⅱ, 심화 국어, 고전 읽기, 고전과 윤리, 사회문제 탐구, 여행지리, 음악ㆍ미술감상 비평","전공기초 프랑스어, 프랑스어 회화, 프랑스어권 문화, 국제 관계와 국제기구, 국제 경제, 국제 정치, 지역 이해. 사회과제 연구",서양 조리,,,,,,,,,,,,,,,,,,,
132,러시아어문학과,"제2외국어, 사회, 예술, 국어","외국어교과 : 러시아어, 영어 회화, 영어<br>사회교과 : 사회문화, 생활과 윤리, 윤리와 사상, 세계사, 세계지리<br>국어교과 : 문학, 독서, 화법과 작문, 언어와 매체","실용 국어, 심화 국어, 고전 읽기, 고전과 윤리, 사회문제 탐구, 여행지리, 음악감상 비평, 미술감상 비평","전공기초 러시아어, 러시아어 회화, 러시아 문학, 러시아어 독해와 작문, 국제 관계와 국제기구, 국제 경제, 국제 정치, 지역 이해, 사회과제 연구",서양 조리,,,,,,,,,,,,,,,,,,,
134,러시아학과,"영어, 사회, 생활ㆍ교양","영어교과 : 영어 회화, 영어Ⅰ, 영어 독해와 작문, 영어Ⅱ<br>사회교과 : 한국지리, 세계지리, 세계사, 동아시아사, 경제, 사회ㆍ문화, 생활과 윤리, 윤리와 사상<br>생활ㆍ교양교과 : 제2외국어Ⅰ 과목, 철학, 논리학, 심리학, 종교학","여행지리, 사회문제 탐구, 제2외국어Ⅱ 과목","국제 정치, 국제 경제, 국제법, 지역 이해, 비교 문화, 세계 문제와 미래 사회, 국제 관계와 국제기구, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구","커뮤니케이션, 비즈니스 영어",,,,,,,,,,,,,,,,,,,
